Number,City,Gender,Age,Income,Illness
119730,Boston,Male,45,105295,No
119731,Boston,Male,42,97007,No
119732,Boston,Male,42,95259,No
119733,Boston,Female,56,93479,No
119734,Boston,Male,41,106140,No
119735,Boston,Female,42,80266,No
119736,Boston,Female,58,84247,No
119737,Boston,Female,55,77168,No
119738,Boston,Male,33,97817,No
119739,Boston,Male,28,109370,No
119740,Boston,Female,29,84430,No
119741,Boston,Female,57,97018,No
119742,Boston,Female,30,81053,No
119743,Boston,Male,43,101185,No
119744,Boston,Male,44,88587,No
119745,Boston,Female,37,107886,No
119746,Boston,Male,50,103579,No
119747,Boston,Male,50,86493,No
119748,Boston,Male,45,97006,No
119749,Boston,Female,41,70836,No
119750,Boston,Male,39,90567,No
119751,Boston,Male,60,96290,No
119752,Boston,Male,62,88226,No
119753,Boston,Male,37,99401,No
119754,Boston,Male,42,99138,Yes
119755,Boston,Male,35,86256,No
119756,Boston,Female,51,88175,No
119757,Boston,Female,37,79758,No
119758,Boston,Male,25,97168,No
119759,Boston,Female,27,93246,No
119760,Boston,Male,34,87863,No
119761,Boston,Male,57,84513,No
119762,Boston,Male,59,101799,Yes
119763,Boston,Male,59,107844,No
119764,Boston,Male,50,86872,No
119765,Boston,Male,45,92778,No
119766,Boston,Male,57,101307,No
119767,Boston,Male,50,80611,No
119768,Boston,Female,47,83619,No
119769,Boston,Male,52,102152,No
119770,Boston,Male,33,101778,No
119771,Boston,Female,33,87022,No
119772,Boston,Male,42,91109,No
119773,Boston,Female,38,52824,No
119774,Boston,Male,28,97443,No
119775,Boston,Female,61,92582,No
119776,Boston,Male,63,111044,Yes
119777,Boston,Male,61,108761,No
119778,Boston,Male,61,95728,No
119779,Boston,Male,36,85141,No
119780,Boston,Male,35,97362,Yes
119781,Boston,Female,62,86032,No
119782,Boston,Male,46,106154,No
119783,Boston,Male,51,91459,No
119784,Boston,Male,38,95378,No
119785,Boston,Male,59,90018,No
119786,Boston,Male,54,90785,No
119787,Boston,Male,48,103983,No
119788,Boston,Female,41,86328,No
119789,Boston,Female,65,79016,Yes
119790,Boston,Female,37,75563,No
119791,Boston,Female,30,75671,No
119792,Boston,Male,52,81865,No
119793,Boston,Male,44,104643,No
119794,Boston,Female,57,86924,No
119795,Boston,Male,31,101676,No
119796,Boston,Female,31,98157,No
119797,Boston,Female,62,85729,No
119798,Boston,Male,40,74256,No
119799,Boston,Female,27,77260,Yes
119800,Boston,Female,60,79072,No
119801,Boston,Male,55,97260,No
119802,Boston,Male,26,94634,No
119803,Boston,Female,45,91962,Yes
119804,Boston,Male,64,77166,No
119805,Boston,Male,62,105053,No
119806,Boston,Male,47,102720,No
119807,Boston,Female,35,85809,No
119808,Boston,Female,40,95287,No
119809,Boston,Female,30,76390,No
119810,Boston,Male,47,94037,No
119811,Boston,Male,59,95282,Yes
119812,Boston,Male,43,86745,No
119813,Boston,Female,31,70017,No
119814,Boston,Male,34,100907,No
119815,Boston,Female,42,96830,No
119816,Boston,Female,28,87318,No
119817,Boston,Female,53,83681,No
119818,Boston,Female,31,93642,No
119819,Boston,Male,33,110022,Yes
119820,Boston,Male,63,101920,No
119821,Boston,Female,29,98439,No
119822,Boston,Female,51,95766,No
119823,Boston,Female,26,78988,No
119824,Boston,Male,51,91345,No
119825,Boston,Female,27,85839,No
119826,Boston,Male,58,87600,No
119827,Boston,Female,64,90511,No
119828,Boston,Male,50,94742,Yes
119829,Boston,Male,51,103097,No
119830,Boston,Male,43,97822,No
119831,Boston,Female,58,79319,No
119832,Boston,Female,41,74341,No
119833,Boston,Female,36,103711,No
119834,Boston,Female,45,91469,No
119835,Boston,Male,54,91170,No
119836,Boston,Male,60,89083,No
119837,Boston,Male,28,95924,No
119838,Boston,Female,25,89642,No
119839,Boston,Female,55,90839,No
119840,Boston,Male,41,103257,No
119841,Boston,Male,32,100467,No
119842,Boston,Male,63,98344,Yes
119843,Boston,Male,31,102294,No
119844,Boston,Female,36,92323,No
119845,Boston,Female,40,78200,No
119846,Boston,Female,51,65584,No
119847,Boston,Female,51,76267,No
119848,Boston,Male,31,75482,No
119849,Boston,Male,33,99028,No
119850,Boston,Male,26,101190,No
119851,Boston,Male,34,106956,No
119852,Boston,Male,40,103685,No
119853,Boston,Male,37,109939,No
119854,Boston,Male,32,102692,No
119855,Boston,Male,29,108605,No
119856,Boston,Female,37,90713,No
119857,Boston,Female,43,98749,No
119858,Boston,Female,37,83294,No
119859,Boston,Male,47,127435,No
119860,Boston,Male,37,95985,No
119861,Boston,Female,29,72968,No
119862,Boston,Male,43,97583,Yes
119863,Boston,Female,65,93550,No
119864,Boston,Male,31,79835,No
119865,Boston,Male,48,89418,Yes
119866,Boston,Female,28,78206,No
119867,Boston,Female,39,73951,No
119868,Boston,Male,42,113749,No
119869,Boston,Female,61,75289,No
119870,Boston,Male,64,88112,No
119871,Boston,Male,52,93395,No
119872,Boston,Male,32,95041,No
119873,Boston,Male,41,91750,No
119874,Boston,Female,31,88124,No
119875,Boston,Male,27,91806,No
119876,Boston,Male,42,98146,No
119877,Boston,Male,55,106396,No
119878,Boston,Male,28,103830,No
119879,Boston,Female,35,89420,No
119880,Boston,Female,59,74488,No
119881,Boston,Male,39,101552,No
119882,Boston,Male,33,88252,No
119883,Boston,Male,65,113166,No
119884,Boston,Female,29,97284,No
119885,Boston,Male,45,113084,No
119886,Boston,Female,49,78393,Yes
119887,Boston,Female,52,82140,No
119888,Boston,Male,29,97447,No
119889,Boston,Male,56,98557,No
119890,Boston,Female,33,76290,Yes
119891,Boston,Female,51,83806,Yes
119892,Boston,Male,61,88883,No
119893,Boston,Female,62,81482,No
119894,Boston,Female,39,81963,No
119895,Boston,Male,61,96009,No
119896,Boston,Male,46,98044,No
119897,Boston,Female,63,71911,No
119898,Boston,Female,49,83294,No
119899,Boston,Male,41,98305,No
119900,Boston,Male,38,103464,No
119901,Boston,Female,47,94849,No
119902,Boston,Female,52,108949,No
119903,Boston,Female,33,103290,No
119904,Boston,Female,55,93353,No
119905,Boston,Female,54,87345,No
119906,Boston,Male,39,86627,No
119907,Boston,Male,29,79671,No
119908,Boston,Male,58,102136,No
119909,Boston,Female,25,79788,No
119910,Boston,Male,51,104380,No
119911,Boston,Male,42,84603,No
119912,Boston,Male,49,107665,No
119913,Boston,Male,35,84026,No
119914,Boston,Female,27,89010,No
119915,Boston,Male,40,88756,No
119916,Boston,Male,46,92740,No
119917,Boston,Female,54,98178,No
119918,Boston,Male,37,89754,No
119919,Boston,Female,55,77255,No
119920,Boston,Male,63,86218,No
119921,Boston,Male,48,116569,No
119922,Boston,Male,37,108548,No
119923,Boston,Female,33,91453,No
119924,Boston,Female,32,85675,No
119925,Boston,Female,31,95409,No
119926,Boston,Female,30,86845,No
119927,Boston,Male,28,89858,No
119928,Boston,Male,45,76020,No
119929,Boston,Male,30,92769,No
119930,Boston,Male,30,110644,No
119931,Boston,Female,50,89340,No
119932,Boston,Male,38,93796,No
119933,Boston,Female,55,72421,No
119934,Boston,Female,62,74977,No
119935,Boston,Female,28,81742,No
119936,Boston,Female,56,94540,No
119937,Boston,Male,62,117444,No
119938,Boston,Female,64,73801,No
119939,Boston,Female,61,88958,No
119940,Boston,Female,35,75496,No
119941,Boston,Female,47,85363,No
119942,Boston,Female,60,80772,No
119943,Boston,Female,47,92834,No
119944,Boston,Male,64,98043,No
119945,Boston,Male,29,79209,No
119946,Boston,Female,50,79860,No
119947,Boston,Male,32,104478,No
119948,Boston,Male,55,98615,Yes
119949,Boston,Male,53,105535,No
119950,Boston,Male,62,86324,No
119951,Boston,Male,40,108837,No
119952,Boston,Male,40,89913,No
119953,Boston,Male,28,117317,No
119954,Boston,Female,47,97866,No
119955,Boston,Male,36,95587,No
119956,Boston,Male,40,98204,No
119957,Boston,Female,57,95893,No
119958,Boston,Female,42,85370,No
119959,Boston,Female,41,77520,No
119960,Boston,Female,35,86679,No
119961,Boston,Male,47,101498,No
119962,Boston,Male,37,89866,No
119963,Boston,Female,47,104178,No
119964,Boston,Male,47,95008,Yes
119965,Boston,Female,60,79819,No
119966,Boston,Female,59,79265,No
119967,Boston,Male,32,89684,No
119968,Boston,Male,56,95002,No
119969,Boston,Female,40,78007,No
119970,Boston,Male,59,101219,No
119971,Boston,Male,50,90427,No
119972,Boston,Female,52,79082,No
119973,Boston,Female,39,83133,No
119974,Boston,Male,31,101484,Yes
119975,Boston,Female,28,96512,No
119976,Boston,Male,53,100428,No
119977,Boston,Female,41,91167,No
119978,Boston,Male,35,95583,No
119979,Boston,Male,40,103705,No
119980,Boston,Male,27,85485,No
119981,Boston,Male,48,96544,No
119982,Boston,Male,48,90596,No
119983,Boston,Female,27,80425,No
119984,Boston,Male,48,97404,No
119985,Boston,Male,59,96677,No
119986,Boston,Male,56,82790,No
119987,Boston,Male,32,89698,No
119988,Boston,Male,29,94750,No
119989,Boston,Male,31,105949,Yes
119990,Boston,Male,36,102396,No
119991,Boston,Male,44,97004,No
119992,Boston,Female,43,83121,No
119993,Boston,Male,31,99734,Yes
119994,Boston,Male,51,75600,No
119995,Boston,Female,32,90037,No
119996,Boston,Male,38,109173,No
119997,Boston,Male,29,94918,No
119998,Boston,Male,59,88861,No
119999,Boston,Female,32,91975,No
120000,Boston,Male,35,103226,No
120001,Boston,Male,38,95100,No
120002,Boston,Male,64,115045,Yes
120003,Boston,Male,27,84871,No
120004,Boston,Female,60,81436,No
120005,Boston,Female,53,80621,No
120006,Boston,Male,44,95244,No
120007,Boston,Male,55,111467,No
120008,Boston,Male,36,87086,No
120009,Boston,Male,62,99978,No
120010,Boston,Female,36,92132,Yes
120011,Boston,Male,33,89963,No
120012,Boston,Female,32,75791,No
120013,Boston,Male,51,94310,No
120014,Boston,Male,64,97718,No
120015,Boston,Female,38,69147,No
120016,Boston,Female,32,83489,No
120017,Boston,Male,48,89799,No
120018,Boston,Male,57,105878,No
120019,Boston,Male,64,83562,No
120020,Boston,Male,40,84652,No
120021,Boston,Female,26,95807,No
120022,Boston,Female,56,102844,No
120023,Boston,Male,43,87652,No
120024,Boston,Male,29,87646,No
120025,Boston,Male,49,77107,No
120026,Boston,Female,51,86607,No
120027,Boston,Male,63,107830,No
120028,Boston,Female,57,75948,No
120029,Boston,Male,55,102171,No
120030,Boston,Female,26,83759,No
120031,Boston,Male,46,97709,No
120032,Boston,Male,31,96737,No
120033,Boston,Female,43,86763,Yes
120034,Boston,Male,65,103178,No
120035,Boston,Female,49,87184,No
120036,Boston,Male,58,97351,No
120037,Boston,Male,51,73782,No
120038,Boston,Female,58,87654,No
120039,Boston,Male,57,87406,No
120040,Boston,Female,33,83786,No
120041,Boston,Female,60,72160,No
120042,Boston,Male,40,80398,Yes
120043,Boston,Female,58,85145,Yes
120044,Boston,Female,48,88094,No
120045,Boston,Female,26,77287,Yes
120046,Boston,Male,27,91559,No
120047,Boston,Female,60,88357,No
120048,Boston,Female,32,84608,No
120049,Boston,Female,50,80168,No
120050,Boston,Male,38,109828,No
120051,Boston,Male,62,92895,No
120052,Boston,Male,38,89758,Yes
120053,Boston,Male,55,103053,No
120054,Boston,Female,39,87212,No
120055,Boston,Male,50,100995,No
120056,Boston,Female,29,81221,No
120057,Boston,Female,40,83350,No
120058,Boston,Female,61,81133,No
120059,Boston,Male,42,98987,No
120060,Boston,Male,26,107022,No
120061,Boston,Female,54,93044,No
120062,Boston,Male,50,80225,No
120063,Boston,Male,41,84764,No
120064,Boston,Male,59,81516,No
120065,Boston,Male,31,94262,No
120066,Boston,Male,34,97494,No
120067,Boston,Female,26,103094,No
120068,Boston,Female,55,86777,No
120069,Boston,Female,32,96220,No
120070,Boston,Male,51,96645,No
120071,Boston,Female,32,88481,No
120072,Boston,Male,50,84545,No
120073,Boston,Male,50,86009,No
120074,Boston,Female,29,99778,No
120075,Boston,Female,45,84330,Yes
120076,Boston,Female,62,98166,No
120077,Boston,Male,56,94113,Yes
120078,Boston,Female,64,58379,No
120079,Boston,Male,45,83954,No
120080,Boston,Male,34,97869,No
120081,Boston,Male,51,103429,No
120082,Boston,Female,65,95742,No
120083,Boston,Male,54,115030,No
120084,Boston,Male,62,91258,No
120085,Boston,Male,55,108708,Yes
120086,Boston,Female,60,67549,Yes
120087,Boston,Female,62,91552,No
120088,Boston,Male,46,92071,No
120089,Boston,Male,64,108008,No
120090,Boston,Female,31,67963,No
120091,Boston,Female,45,84381,No
120092,Boston,Male,59,98950,No
120093,Boston,Male,28,95069,No
120094,Boston,Male,44,104872,No
120095,Boston,Male,54,104449,No
120096,Boston,Male,57,75030,No
120097,Boston,Female,28,76439,No
120098,Boston,Female,34,88851,Yes
120099,Boston,Female,31,72998,No
120100,Boston,Female,55,68343,No
120101,Boston,Male,39,88018,No
120102,Boston,Male,35,89079,No
120103,Boston,Female,51,85194,No
120104,Boston,Male,34,99901,No
120105,Boston,Male,54,95435,No
120106,Boston,Female,34,85391,No
120107,Boston,Female,56,76343,No
120108,Boston,Male,64,101001,No
120109,Boston,Female,54,82001,No
120110,Boston,Male,48,103983,No
120111,Boston,Male,42,101997,No
120112,Boston,Male,46,90761,No
120113,Boston,Female,34,85779,No
120114,Boston,Male,27,100870,No
120115,Boston,Female,58,85195,No
120116,Boston,Male,35,91030,No
120117,Boston,Female,35,64684,No
120118,Boston,Male,35,109260,Yes
120119,Boston,Male,59,99266,No
120120,Boston,Female,29,80372,No
120121,Boston,Male,35,96987,No
120122,Boston,Female,42,79525,No
120123,Boston,Female,64,94593,No
120124,Boston,Female,25,85777,No
120125,Boston,Female,64,92217,No
120126,Boston,Female,28,83144,No
120127,Boston,Male,53,98410,No
120128,Boston,Male,26,88548,No
120129,Boston,Male,42,100826,No
120130,Boston,Female,33,87333,No
120131,Boston,Female,25,80087,No
120132,Boston,Female,38,86892,No
120133,Boston,Male,50,100727,No
120134,Boston,Male,62,94541,No
120135,Boston,Female,31,89107,No
120136,Boston,Male,41,103917,No
120137,Boston,Female,30,84644,No
120138,Boston,Male,46,94085,No
120139,Boston,Male,33,94178,No
120140,Boston,Male,44,107663,No
120141,Boston,Female,35,98707,No
120142,Boston,Male,29,106471,No
120143,Boston,Female,28,80055,No
120144,Boston,Female,65,91592,Yes
120145,Boston,Male,59,98560,No
120146,Boston,Male,43,100523,Yes
120147,Boston,Female,56,107620,No
120148,Boston,Male,53,89512,No
120149,Boston,Male,50,101834,No
120150,Boston,Male,64,90150,No
120151,Boston,Male,63,105772,No
120152,Boston,Male,46,107565,No
120153,Boston,Male,60,94505,No
120154,Boston,Female,36,89243,Yes
120155,Boston,Female,63,81134,No
120156,Boston,Male,25,98119,No
120157,Boston,Male,37,105641,No
120158,Boston,Male,60,101053,No
120159,Boston,Female,52,76685,No
120160,Boston,Female,49,97023,Yes
120161,Boston,Male,56,99105,No
120162,Boston,Female,39,87449,No
120163,Boston,Male,51,97404,No
120164,Boston,Female,43,107646,No
120165,Boston,Female,42,86607,No
120166,Boston,Female,56,99064,No
120167,Boston,Female,41,90934,No
120168,Boston,Female,32,90625,Yes
120169,Boston,Male,35,97045,No
120170,Boston,Female,42,69192,No
120171,Boston,Male,33,98196,No
120172,Boston,Female,50,82456,Yes
120173,Boston,Male,31,103179,No
120174,Boston,Female,54,80996,No
120175,Boston,Female,56,88138,No
120176,Boston,Male,38,91070,No
120177,Boston,Male,63,95862,No
120178,Boston,Female,29,69906,No
120179,Boston,Female,55,76511,No
120180,Boston,Female,37,89595,No
120181,Boston,Male,44,104320,No
120182,Boston,Female,37,95419,No
120183,Boston,Female,29,77362,No
120184,Boston,Male,28,87200,No
120185,Boston,Female,62,69881,Yes
120186,Boston,Female,46,80847,No
120187,Boston,Male,59,85896,No
120188,Boston,Male,55,100430,No
120189,Boston,Male,51,90469,No
120190,Boston,Female,43,77932,No
120191,Boston,Male,30,107704,No
120192,Boston,Female,58,88046,No
120193,Boston,Male,63,101831,No
120194,Boston,Female,53,91411,No
120195,Boston,Male,60,101319,No
120196,Boston,Male,56,96070,No
120197,Boston,Male,29,93121,No
120198,Boston,Female,59,99537,Yes
120199,Boston,Male,33,88226,No
120200,Boston,Female,54,84302,Yes
120201,Boston,Female,39,78078,No
120202,Boston,Female,45,78560,No
120203,Boston,Male,62,106733,No
120204,Boston,Female,61,101622,No
120205,Boston,Male,51,107093,No
120206,Boston,Male,49,106473,No
120207,Boston,Male,59,102950,No
120208,Boston,Male,53,91063,No
120209,Boston,Male,27,84833,No
120210,Boston,Female,44,71958,No
120211,Boston,Male,49,93421,No
120212,Boston,Male,44,112794,No
120213,Boston,Male,57,100423,No
120214,Boston,Male,63,108617,No
120215,Boston,Male,59,105958,No
120216,Boston,Female,31,74079,No
120217,Boston,Female,38,83549,No
120218,Boston,Male,61,91183,No
120219,Boston,Male,61,90792,No
120220,Boston,Male,36,105942,No
120221,Boston,Male,64,119091,No
120222,Boston,Male,64,105270,No
120223,Boston,Male,41,89173,No
120224,Boston,Male,44,99470,No
120225,Boston,Male,48,89477,Yes
120226,Boston,Male,63,92212,No
120227,Boston,Male,38,84011,No
120228,Boston,Male,36,100810,No
120229,Boston,Male,43,102060,No
120230,Boston,Male,49,106659,No
120231,Boston,Female,32,102910,No
120232,Boston,Male,55,84758,No
120233,Boston,Male,27,92512,No
120234,Boston,Male,59,110526,No
120235,Boston,Male,37,99513,No
120236,Boston,Male,59,88156,No
120237,Boston,Female,64,87187,No
120238,Boston,Male,55,87129,No
120239,Boston,Female,28,112617,No
120240,Boston,Female,43,86956,No
120241,Boston,Male,27,100713,No
120242,Boston,Male,64,101435,No
120243,Boston,Male,36,80954,No
120244,Boston,Male,33,81385,No
120245,Boston,Female,48,82518,No
120246,Boston,Male,26,95106,No
120247,Boston,Male,42,92237,Yes
120248,Boston,Male,51,93173,No
120249,Boston,Male,40,84948,No
120250,Boston,Female,42,86678,No
120251,Boston,Male,56,101434,No
120252,Boston,Female,40,77137,No
120253,Boston,Female,59,81448,No
120254,Boston,Male,41,92586,No
120255,Boston,Male,33,92061,Yes
120256,Boston,Male,46,86495,No
120257,Boston,Male,33,88241,No
120258,Boston,Female,61,87839,No
120259,Boston,Male,64,75769,No
120260,Boston,Male,48,99080,No
120261,Boston,Female,33,83027,No
120262,Boston,Female,62,83189,No
120263,Boston,Male,52,78919,No
120264,Boston,Female,29,79222,No
120265,Boston,Female,30,81822,No
120266,Boston,Female,64,95719,No
120267,Boston,Male,42,103544,No
120268,Boston,Male,61,84023,No
120269,Boston,Male,47,112677,No
120270,Boston,Male,41,98506,No
120271,Boston,Male,53,103517,No
120272,Boston,Male,33,105539,No
120273,Boston,Female,30,103632,Yes
120274,Boston,Female,61,89211,No
120275,Boston,Female,31,90382,No
120276,Boston,Male,60,109606,No
120277,Boston,Male,49,81372,No
120278,Boston,Male,51,93928,No
120279,Boston,Female,38,71695,No
120280,Boston,Female,28,96319,Yes
120281,Boston,Male,33,96090,No
120282,Boston,Female,57,82149,No
120283,Boston,Female,54,79693,No
120284,Boston,Male,32,78950,No
120285,Boston,Male,42,94210,No
120286,Boston,Male,26,110783,No
120287,Boston,Male,61,98100,Yes
120288,Boston,Male,29,108196,No
120289,Boston,Female,31,86310,No
120290,Boston,Male,33,114821,No
120291,Boston,Male,64,111803,No
120292,Boston,Female,61,106542,No
120293,Boston,Male,31,100964,No
120294,Boston,Female,47,79625,No
120295,Boston,Female,32,72262,No
120296,Boston,Male,28,81352,No
120297,Boston,Female,40,102268,No
120298,Boston,Female,54,109500,No
120299,Boston,Female,51,92307,Yes
120300,Boston,Female,65,95781,No
120301,Boston,Male,38,112366,No
120302,Boston,Male,61,89370,No
120303,Boston,Female,64,73360,No
120304,Boston,Male,57,108170,Yes
120305,Boston,Female,54,88155,No
120306,Boston,Male,58,92486,No
120307,Boston,Male,32,90245,No
120308,Boston,Female,64,79295,No
120309,Boston,Male,32,108433,No
120310,Boston,Male,53,103052,No
120311,Boston,Female,39,85407,No
120312,Boston,Female,46,86585,No
120313,Boston,Female,40,72879,No
120314,Boston,Female,28,92877,No
120315,Boston,Male,32,90325,No
120316,Boston,Female,45,84178,No
120317,Boston,Male,36,92116,No
120318,Boston,Female,61,93701,No
120319,Boston,Female,51,86948,No
120320,Boston,Female,65,95709,No
120321,Boston,Male,34,75286,No
120322,Boston,Male,29,101162,No
120323,Boston,Female,63,79242,No
120324,Boston,Male,35,92745,No
120325,Boston,Female,64,75974,No
120326,Boston,Female,29,73089,No
120327,Boston,Male,63,93103,No
120328,Boston,Male,57,101311,No
120329,Boston,Female,35,77172,No
120330,Boston,Female,50,96069,No
120331,Boston,Female,52,67646,No
120332,Boston,Male,36,81161,No
120333,Boston,Male,40,100079,No
120334,Boston,Female,57,93843,No
120335,Boston,Female,51,72582,No
120336,Boston,Female,49,80732,No
120337,Boston,Female,57,68721,No
120338,Boston,Female,47,100215,No
120339,Boston,Female,56,82081,No
120340,Boston,Male,53,85425,No
120341,Boston,Male,28,111935,No
120342,Boston,Male,34,118659,No
120343,Boston,Male,33,80884,No
120344,Boston,Male,59,106861,No
120345,Boston,Male,34,80877,No
120346,Boston,Female,29,80211,No
120347,Boston,Female,42,86239,No
120348,Boston,Male,61,104880,No
120349,Boston,Male,61,99631,No
120350,Boston,Male,63,95573,No
120351,Boston,Female,32,80293,No
120352,Boston,Male,29,86213,No
120353,Boston,Male,64,110418,No
120354,Boston,Male,49,112702,No
120355,Boston,Male,57,93821,Yes
120356,Boston,Female,30,76744,No
120357,Boston,Female,30,78685,No
120358,Boston,Female,41,90086,No
120359,Boston,Male,26,92704,No
120360,Boston,Male,35,85502,No
120361,Boston,Male,37,91915,No
120362,Boston,Female,29,98836,No
120363,Boston,Female,30,87934,No
120364,Boston,Male,59,96141,No
120365,Boston,Female,54,94235,No
120366,Boston,Male,26,95471,No
120367,Boston,Male,41,87849,No
120368,Boston,Female,27,77712,No
120369,Boston,Female,64,110642,No
120370,Boston,Female,32,92668,No
120371,Boston,Male,32,87034,No
120372,Boston,Male,43,85398,No
120373,Boston,Male,36,79649,No
120374,Boston,Male,59,83264,No
120375,Boston,Male,32,106046,No
120376,Boston,Female,32,85745,No
120377,Boston,Male,58,79307,No
120378,Boston,Female,62,98321,No
120379,Boston,Female,32,83337,Yes
120380,Boston,Male,44,98973,No
120381,Boston,Male,27,89065,No
120382,Boston,Male,52,129186,No
120383,Boston,Male,53,81594,No
120384,Boston,Male,42,104810,No
120385,Boston,Female,47,77215,No
120386,Boston,Male,25,98618,No
120387,Boston,Male,51,93960,No
120388,Boston,Female,48,78273,No
120389,Boston,Male,65,88991,No
120390,Boston,Female,53,84363,Yes
120391,Boston,Female,41,88800,No
120392,Boston,Male,63,82661,No
120393,Boston,Male,54,92112,No
120394,Boston,Female,42,95857,Yes
120395,Boston,Male,28,81973,No
120396,Boston,Male,62,77037,No
120397,Boston,Male,45,109227,No
120398,Boston,Male,36,89098,No
120399,Boston,Female,32,76750,Yes
120400,Boston,Female,30,80665,No
120401,Boston,Male,33,103260,No
120402,Boston,Male,38,98112,No
120403,Boston,Male,54,82317,No
120404,Boston,Male,49,105204,No
120405,Boston,Female,55,85450,No
120406,Boston,Male,35,107219,No
120407,Boston,Female,51,71532,No
120408,Boston,Male,49,107061,No
120409,Boston,Male,34,89128,No
120410,Boston,Male,28,95974,No
120411,Boston,Female,64,92653,No
120412,Boston,Female,43,83616,No
120413,Boston,Male,59,98655,No
120414,Boston,Male,65,93110,No
120415,Boston,Male,33,89868,No
120416,Boston,Male,59,93858,No
120417,Boston,Male,35,103198,No
120418,Boston,Male,41,115865,No
120419,Boston,Male,55,94884,No
120420,Boston,Male,50,98016,No
120421,Boston,Male,55,92760,No
120422,Boston,Female,28,91854,No
120423,Boston,Male,64,97386,No
120424,Boston,Female,29,83751,Yes
120425,Boston,Male,32,90266,No
120426,Boston,Male,59,95520,No
120427,Boston,Female,33,113177,Yes
120428,Boston,Male,47,104342,No
120429,Boston,Female,43,85087,No
120430,Boston,Male,62,99996,No
120431,Boston,Female,47,101086,No
120432,Boston,Male,39,100943,No
120433,Boston,Female,34,79058,No
120434,Boston,Male,64,96661,No
120435,Boston,Female,27,85247,No
120436,Boston,Female,50,79425,No
120437,Boston,Male,48,100626,No
120438,Boston,Male,26,97444,No
120439,Boston,Male,49,93801,Yes
120440,Boston,Male,52,87577,No
120441,Boston,Female,63,98414,No
120442,Boston,Female,50,84801,No
120443,Boston,Female,30,103543,No
120444,Boston,Male,53,96566,No
120445,Boston,Female,47,96928,No
120446,Boston,Female,40,93539,No
120447,Boston,Female,35,70226,No
120448,Boston,Male,29,97267,No
120449,Boston,Female,31,84238,No
120450,Boston,Male,42,93490,No
120451,Boston,Male,51,86542,No
120452,Boston,Male,51,106727,No
120453,Boston,Male,31,109112,No
120454,Boston,Female,50,82748,No
120455,Boston,Male,31,101454,No
120456,Boston,Male,27,103530,No
120457,Boston,Female,57,78800,No
120458,Boston,Male,43,95066,No
120459,Boston,Female,29,96116,No
120460,Boston,Male,47,88684,Yes
120461,Boston,Male,49,106745,No
120462,Boston,Male,42,65939,No
120463,Boston,Female,34,81809,No
120464,Boston,Male,27,111684,No
120465,Boston,Male,37,110954,No
120466,Boston,Male,34,94140,Yes
120467,Boston,Male,37,75039,No
120468,Boston,Male,54,85733,No
120469,Boston,Male,64,98736,No
120470,Boston,Female,41,90645,No
120471,Boston,Female,31,74948,No
120472,Boston,Female,35,92603,No
120473,Boston,Female,56,100362,No
120474,Boston,Male,57,77708,No
120475,Boston,Female,31,90905,No
120476,Boston,Female,46,87321,No
120477,Boston,Male,47,92498,No
120478,Boston,Male,41,110073,No
120479,Boston,Male,62,99588,No
120480,Boston,Male,63,80797,No
120481,Boston,Male,63,103351,No
120482,Boston,Male,53,93003,No
120483,Boston,Female,49,83225,No
120484,Boston,Male,29,100834,No
120485,Boston,Female,56,85784,No
120486,Boston,Male,54,100364,No
120487,Boston,Female,62,79744,No
120488,Boston,Female,39,89337,No
120489,Boston,Male,48,111970,No
120490,Boston,Male,64,84078,No
120491,Boston,Female,49,80785,Yes
120492,Boston,Male,58,102199,No
120493,Boston,Male,36,117756,No
120494,Boston,Female,39,109722,No
120495,Boston,Female,63,89595,No
120496,Boston,Male,34,80728,No
120497,Boston,Male,42,104405,No
120498,Boston,Male,35,123710,No
120499,Boston,Male,55,101494,No
120500,Boston,Male,36,117428,No
120501,Boston,Female,28,77469,No
120502,Boston,Male,48,104857,No
120503,Boston,Female,53,103612,No
120504,Boston,Male,34,85969,No
120505,Boston,Female,50,88470,No
120506,Boston,Male,50,94948,No
120507,Boston,Male,28,94507,No
120508,Boston,Female,62,90795,No
120509,Boston,Male,63,80701,No
120510,Boston,Female,57,92340,No
120511,Boston,Female,52,92623,No
120512,Boston,Male,41,95869,Yes
120513,Boston,Male,61,102177,No
120514,Boston,Female,48,89712,No
120515,Boston,Male,25,104068,No
120516,Boston,Male,39,114059,No
120517,Boston,Male,30,97622,Yes
120518,Boston,Female,34,77974,No
120519,Boston,Female,48,70061,No
120520,Boston,Male,51,110488,No
120521,Boston,Male,43,75266,Yes
120522,Boston,Female,48,79809,No
120523,Boston,Female,58,91374,No
120524,Boston,Female,31,82423,No
120525,Boston,Female,36,82337,No
120526,Boston,Male,36,104989,No
120527,Boston,Female,52,94951,No
120528,Boston,Male,58,99434,No
120529,Boston,Male,51,107333,No
120530,Boston,Male,41,97919,No
120531,Boston,Male,46,89870,No
120532,Boston,Male,29,103632,No
120533,Boston,Male,51,106275,No
120534,Boston,Female,57,84686,No
120535,Boston,Male,40,76912,No
120536,Boston,Female,54,81975,No
120537,Boston,Male,32,110039,No
120538,Boston,Female,52,91123,No
120539,Boston,Female,57,84359,No
120540,Boston,Male,61,97351,No
120541,Boston,Male,26,110911,No
120542,Boston,Male,32,113366,No
120543,Boston,Female,25,72319,No
